Unnamed: 0,GANomaly,REPEN,DeepSAD,DevNet,PReNet,FEAWAD,XGBOD,LR,NB,SVM,MLP,RF,LGB,XGB,CatB,ResNet,FTTransformer,Meta_baseline_rs,Meta_baseline_ss,Meta_baseline_gt,Meta
"('12_fault', 1, 20)",0.4002884540422546,0.6743587744601232,0.6914711156154986,0.6457212650398898,0.6217094150359918,0.6550895247005015,0.6907045035212183,0.6560510381746837,0.6386658350874458,0.6095345755047945,0.656999558223539,0.6382955224656324,0.693679997921052,0.6622878823315402,0.7615576518281749,0.4929315766222292,0.6467347522153791,0.5615498557729789,0.5934357215249084,0.7535407084015489,0.5761284789896313
"('12_fault', 2, 5)",0.5702814375925782,0.5403185987890128,0.6012577635716327,0.4655414360333672,0.4725189054338504,0.5524934383202099,0.5231412905070034,0.4977391439931394,0.5295340557677815,0.4062004625659416,0.5559626828824614,0.4892284504040955,0.5384475455419557,0.5463410514279774,0.5014682570619267,0.5240638237052052,0.4778397131051688,0.4515280268184298,0.3795639406460331,0.6759699592006445,0.5186065850679556
"('12_fault', 2, 10)",0.5660975546373536,0.6351835970998675,0.607637535407084,0.5376809334476755,0.5402926119383592,0.5226995140458928,0.633669863049297,0.5762844000935526,0.6343390244536264,0.4484031080273382,0.6312985629271588,0.589836542709389,0.5489722200566512,0.5734908136482939,0.6570645253501729,0.4923208856318703,0.6110093292793847,0.4926457212650398,0.4352017878953249,0.6976689794963749,0.5396689275226735
"('12_fault', 2, 20)",0.5703723915698657,0.6513863984823679,0.6359632026194746,0.6135885242067514,0.5877446012317767,0.5649021595072893,0.6855071333905044,0.6640419947506562,0.6581819599282763,0.4898911150957615,0.6516332735635768,0.5940853927912475,0.6753137912216418,0.6301681349237286,0.6646786725916686,0.5533250175411242,0.6307463423507705,0.631948234193498,0.5305475429432708,0.7034900340427742,0.6245679686078844
"('12_fault', 3, 5)",0.4935162807619345,0.7280995816117044,0.6727216028689483,0.5744913073984563,0.5756217354018867,0.6026610535069256,0.5891803747303864,0.6777500584704139,0.6128738858137782,0.4067461864296666,0.6608975858215742,0.5819040565473871,0.6181752033471064,0.6033691951872352,0.6852862451599491,0.4850835477248512,0.574634235077051,0.6267898443387646,0.4622021257243834,0.693433122839843,0.5308074114498065
"('12_fault', 3, 10)",0.4926717081156935,0.701580000519737,0.6826615732439385,0.6226449416595202,0.5851848964424002,0.6402900132532938,0.6575842623632442,0.6691094306281021,0.6487487331410307,0.496075985551311,0.6370546503469244,0.6051882747329851,0.6764637093630623,0.6264130350042878,0.7133260570151503,0.387957693407136,0.6299602401184999,0.6014266781008809,0.5522985369403082,0.688534601491645,0.6235284945817416
"('12_fault', 3, 20)",0.5060289493516281,0.7058418440269224,0.6999818092045426,0.6204230659286402,0.6278942854915412,0.631103661547257,0.6611834411787635,0.6353784984797692,0.6235155011564149,0.5590811049608897,0.6247238897118057,0.6858904394376446,0.6853642057119097,0.6859878901275954,0.707608949871365,0.4953093734570307,0.6509251318832671,0.5785192692497596,0.5466723837738104,0.7023466126140172,0.5712689379174138
"('17_InternetAds', 1, 5)",0.6364015151515151,0.888598484848485,0.6551136363636363,0.655189393939394,0.5830871212121213,0.6792234848484848,0.6842234848484849,0.8016098484848484,0.5119318181818182,0.6400094696969697,0.5153977272727273,0.5636363636363636,0.7056723484848485,0.730501893939394,0.8163636363636364,0.4832007575757575,,0.4936174242424242,0.5721969696969698,0.9042992424242424,0.705
"('17_InternetAds', 1, 10)",0.6367045454545456,0.8553977272727273,0.6729924242424243,0.5900568181818181,0.6004166666666667,0.6070265151515152,0.6409090909090908,0.7191666666666665,0.5147727272727273,0.6568939393939395,0.5501515151515152,0.5708428030303031,0.6586931818181819,0.5579450757575757,0.8158522727272728,0.5648863636363637,,0.5353787878787879,0.5745833333333334,0.862405303030303,0.6536931818181818
"('17_InternetAds', 1, 20)",0.6378598484848484,0.8461553030303032,0.7038636363636362,0.6970075757575758,0.7084564393939392,0.6070265151515152,0.7444223484848485,0.8058333333333333,0.5330492424242423,0.7609185606060606,0.6494318181818182,0.7401515151515152,0.7991003787878789,0.8175757575757576,0.8111458333333333,0.5939204545454545,,0.6172159090909091,0.3559848484848484,0.903371212121212,0.6699242424242424
"('17_InternetAds', 2, 5)",0.7005871212121212,0.8713257575757577,0.7271401515151517,0.587840909090909,0.5490340909090909,0.6731628787878788,0.7202935606060606,0.8448484848484848,0.5024621212121212,0.6859848484848485,0.4817045454545454,0.5950378787878788,0.5689393939393939,0.705842803030303,0.8371590909090909,0.375189393939394,,0.3198674242424242,0.660340909090909,0.8992613636363637,0.6561079545454546
"('17_InternetAds', 2, 10)",0.7010227272727273,0.8936174242424242,0.7471590909090909,0.6411931818181819,0.6004166666666666,0.7767992424242425,0.8071685606060606,0.8334848484848486,0.5049242424242424,0.7152083333333333,0.5475189393939395,0.6638352272727273,0.6670359848484848,0.7800378787878789,0.8311268939393939,0.4525189393939394,,0.3268371212121211,0.5688257575757576,0.9118371212121212,0.7297159090909091
"('17_InternetAds', 2, 20)",0.7019886363636364,0.8966287878787879,0.7730113636363636,0.6778219696969698,0.643844696969697,0.7767992424242425,0.8362689393939394,0.8710227272727273,0.5158143939393939,0.7305208333333333,0.652594696969697,0.7649053030303031,0.7336742424242424,0.792623106060606,0.840653409090909,0.6289583333333333,,0.3271780303030303,0.4721212121212121,0.914659090909091,0.8492234848484849
"('17_InternetAds', 3, 5)",0.699280303030303,0.704782196969697,0.7249621212121212,0.5103219696969696,0.5501136363636364,0.5162121212121211,0.7306534090909091,0.5507575757575758,0.5080492424242423,0.4097159090909091,0.4049810606060605,0.5346401515151514,0.5088541666666666,0.5209469696969697,0.8566666666666667,0.4980681818181818,,0.3977651515151515,0.7190340909090909,0.8165151515151514,0.7041666666666666
"('17_InternetAds', 3, 10)",0.6995833333333332,0.926439393939394,0.7490719696969697,0.6093371212121212,0.607935606060606,0.7331439393939393,0.7952272727272728,0.811780303030303,0.518560606060606,0.6877651515151515,0.5505871212121213,0.6518939393939395,0.6623768939393939,0.7325094696969696,0.840378787878788,0.4644318181818181,,0.5259090909090909,0.5178030303030303,0.9309469696969696,0.769971590909091
"('17_InternetAds', 3, 20)",0.699810606060606,0.9505871212121212,0.7529356060606062,0.6323106060606061,0.6378977272727273,0.7144128787878788,0.7969034090909093,0.8401325757575757,0.5228219696969697,0.7597348484848485,0.6520833333333333,0.777689393939394,0.7312878787878788,0.7239299242424242,0.899090909090909,0.517594696969697,,0.58,0.5966761363636364,0.9390340909090908,0.8505776515151516
"('7_Cardiotocography', 1, 5)",0.5162265512265511,0.8718759018759019,0.3838961038961039,0.755064935064935,0.8024819624819625,0.7877777777777778,0.8206421356421356,0.7737229437229438,0.7072005772005772,0.6977777777777778,0.4101154401154401,0.6486291486291487,0.7776406926406926,0.8285281385281386,0.8574747474747475,0.6065656565656565,0.8602453102453104,0.5,0.4453102453102452,0.8845165945165946,0.7151082251082251
"('7_Cardiotocography', 1, 10)",0.5197619047619046,0.8371139971139971,0.4031746031746032,0.7137229437229438,0.8216305916305915,0.8138816738816739,0.8678210678210678,0.6624242424242424,0.7682828282828283,0.7356998556998557,0.4697691197691198,0.7256998556998556,0.8088600288600288,0.8325757575757575,0.8502886002886003,0.6058585858585859,0.8078643578643578,0.8201515151515151,0.5213419913419913,0.9104761904761904,0.7959018759018759
"('7_Cardiotocography', 1, 20)",0.5126334776334776,0.7896681096681097,0.4194660894660894,0.8345743145743145,0.8435353535353535,0.8730158730158731,0.8564502164502165,0.7793795093795093,0.8372871572871574,0.600981240981241,0.7593362193362194,0.7941197691197691,0.8355122655122655,0.8432611832611834,0.8733621933621933,0.5364935064935065,0.8543867243867244,0.7253535353535354,0.6732034632034631,0.9372150072150072,0.916118326118326
