Unnamed: 0,GANomaly,DeepSAD,REPEN,DevNet,PReNet,FEAWAD,XGBOD,LR,NB,SVM,MLP,RF,LGB,XGB,CatB,ResNet,FTTransformer,Meta_baseline_rs,Meta_baseline_ss,Meta_baseline_gt,Meta
"('47_yeast', 3, 25)",0.4321741854636591,0.5449897064088793,0.4454887218045112,0.6333020050125313,0.6367928750447548,0.6264992839240959,0.5584496956677408,0.672372896527032,0.6515059971356963,0.5826843895452918,0.6518304690297171,0.532984246330111,0.5882227891156463,0.5584720730397421,0.5996464375223773,0.5347744360902257,0.5628356605800215,0.44656283566058,0.5211689939133548,0.6853517722878625,0.6380236305048336
"('47_yeast', 3, 50)",0.4309434300035804,0.5748075546007877,0.3888963480128894,0.6756176154672395,0.6687253848907985,0.588703902613677,0.6067176870748299,0.658498925886144,0.6120323129251701,0.5944548872180452,0.6679197994987468,0.5916465270318654,0.6289607948442535,0.6114393125671321,0.6493242033655567,0.5352891156462585,0.6023093447905479,0.4463838166845685,0.6007429287504475,0.6876342642320085,0.4855442176870749
"('20_letter', 1, 5)",0.4466296296296296,0.7980740740740742,0.6091851851851852,0.6518518518518519,0.837925925925926,0.6962222222222222,0.9070370370370372,0.6882222222222222,0.5317777777777778,0.2427407407407407,0.4801481481481481,0.7153703703703703,0.6782962962962963,0.7147407407407408,0.7535555555555555,0.7842222222222222,0.7298518518518519,0.7894074074074074,0.7015555555555556,0.8415555555555555,0.7005925925925925
"('20_letter', 1, 10)",0.4468518518518518,0.8065185185185185,0.6277777777777778,0.8508888888888889,0.8368888888888889,0.7548148148148148,0.9000000000000001,0.6583703703703703,0.5260740740740741,0.7401481481481481,0.4741481481481482,0.765037037037037,0.8165185185185184,0.7798518518518518,0.8215555555555556,0.8066666666666666,0.6998888888888889,0.7228148148148148,0.7791851851851853,0.8485925925925926,0.5794074074074074
"('20_letter', 1, 25)",0.4483333333333333,0.8665185185185186,0.5448888888888889,0.8888148148148148,0.8905185185185185,0.8907407407407408,0.9017037037037038,0.7454074074074074,0.6313333333333333,0.8565185185185186,0.8529629629629629,0.8704074074074073,0.9002222222222223,0.8977037037037037,0.9342222222222222,0.8485925925925926,0.8320740740740741,0.7725925925925925,0.8222962962962962,0.9085185185185184,0.6074814814814815
"('20_letter', 1, 50)",0.4502222222222222,0.910074074074074,0.561037037037037,0.9363703703703704,0.9388148148148148,0.9011851851851852,0.9403703703703704,0.8075555555555556,0.7701481481481481,0.9328888888888888,0.8952592592592593,0.9666296296296296,0.969851851851852,0.95,0.9763703703703704,0.9753333333333334,0.9126666666666668,0.7533333333333333,0.8789629629629631,0.956,0.6196296296296296
"('20_letter', 2, 5)",0.4202592592592593,0.6874814814814815,0.5629629629629629,0.4979259259259259,0.6874074074074075,0.6518518518518519,0.8240740740740741,0.4726666666666667,0.4906666666666667,0.5517037037037037,0.4908888888888888,0.579037037037037,0.5399259259259259,0.568925925925926,0.5667407407407408,0.7944444444444445,0.5561481481481482,0.5015555555555555,0.5133333333333333,0.6774074074074073,0.4952592592592592
"('20_letter', 2, 10)",0.420962962962963,0.7042222222222222,0.5142222222222221,0.800888888888889,0.7873333333333333,0.7474814814814815,0.866074074074074,0.6043703703703703,0.6237037037037036,0.381037037037037,0.6865925925925926,0.6661111111111111,0.7592592592592594,0.726962962962963,0.746,0.8026666666666666,0.6882222222222222,0.5096296296296295,0.6718518518518518,0.7682962962962964,0.6860740740740741
"('20_letter', 2, 25)",0.4215925925925926,0.7255555555555556,0.5402962962962963,0.8084444444444444,0.8798518518518519,0.8408888888888889,0.8901481481481482,0.7326666666666667,0.6791111111111111,0.7546666666666666,0.7817037037037037,0.8851851851851853,0.8774074074074074,0.8618518518518519,0.8985185185185185,0.8842222222222222,0.8470370370370371,0.5061481481481482,0.7505185185185185,0.8758518518518519,0.641037037037037
"('20_letter', 2, 50)",0.4199259259259259,0.7772592592592593,0.5082222222222221,0.8778518518518519,0.8895555555555557,0.8473333333333334,0.9291111111111112,0.7574074074074074,0.7044444444444444,0.8306666666666667,0.8445925925925926,0.9263703703703704,0.9085925925925926,0.8828148148148149,0.9453333333333334,0.9,0.8982962962962963,0.5087407407407407,0.8010370370370371,0.8863703703703703,0.697037037037037
"('20_letter', 3, 5)",0.4945555555555556,0.7527407407407408,0.6131111111111112,0.6838518518518518,0.6476296296296297,0.7002222222222223,0.8334444444444445,0.6328148148148148,0.564962962962963,0.4589629629629629,0.3844444444444444,0.6887037037037037,0.6562962962962963,0.5625185185185185,0.6787407407407408,0.7003703703703703,0.5355555555555556,0.4385925925925926,0.5137037037037038,0.7806666666666666,0.676
"('20_letter', 3, 10)",0.4912962962962963,0.7556296296296297,0.5788888888888889,0.7582962962962962,0.7257777777777777,0.7828148148148149,0.8780370370370372,0.6699259259259259,0.6453333333333333,0.6505925925925926,0.6823703703703704,0.6518888888888889,0.7273333333333334,0.6451851851851852,0.7413333333333334,0.6918518518518518,0.7309629629629629,0.4392592592592593,0.5859259259259259,0.7802962962962964,0.6117777777777778
"('20_letter', 3, 25)",0.4904444444444444,0.8062962962962963,0.6014074074074074,0.8274074074074074,0.8842222222222222,0.8656296296296296,0.8967407407407408,0.7845185185185185,0.7585925925925926,0.7254074074074075,0.8220740740740741,0.8881481481481481,0.8687407407407407,0.8380740740740741,0.904962962962963,0.778,0.8325185185185185,0.4394814814814815,0.7323703703703703,0.8663703703703705,0.7965925925925925
"('20_letter', 3, 50)",0.4972962962962963,0.8520000000000001,0.6451111111111112,0.887925925925926,0.8842222222222222,0.873925925925926,0.9297777777777778,0.8187407407407408,0.7824444444444444,0.8454074074074074,0.8823703703703704,0.9612222222222224,0.9417037037037036,0.9108888888888887,0.9711851851851852,0.8950370370370371,0.8533333333333333,0.4391111111111111,0.7251851851851852,0.9057037037037036,0.6573333333333333
"('6_cardio', 1, 5)",0.8916138339470787,0.8150411905394633,0.9643901142705288,0.8293155157359251,0.8378193690444554,0.836111005656581,0.9698189134808852,0.9622641509433962,0.8577502752363237,0.754223453931134,0.8755172544702176,0.7950343570859116,0.8830720170077067,0.9468509168216848,0.9818913480885312,,0.777343305113701,0.9512546979993166,0.587145514597016,0.9891044379484456,0.9833719296913556
"('6_cardio', 1, 10)",0.8927907065031699,0.8643179833719297,0.9746023309669336,0.8798071447553244,0.8824645989142402,0.8601799476101895,0.9846247295091304,0.962302114574238,0.8560419118484492,0.6960631714817205,0.9407767358870202,0.9448008807562356,0.9601761512471052,0.9591890968452224,0.989066474317604,,0.8516381306708174,0.949242625564709,0.5935993318400972,0.9882692380699292,0.9733874947800008
"('6_cardio', 1, 25)",0.8939296154284196,0.9163281576249952,0.9715652404996014,0.9593029877377472,0.929615428419574,0.923047720283968,0.9851562203409134,0.9619224782658212,0.9800690938081318,0.9145438669754375,0.9334497551345812,0.9594358604456932,0.971717095022968,0.9717550586538096,0.9900155650886452,,0.9274515014615998,0.9468509168216848,0.7685357427584375,0.9903952013970616,0.9725522949014844
"('6_cardio', 1, 50)",0.89761208762006,0.9876618199764626,0.9130253217417714,0.972818040317376,0.9832580387988308,0.9827645115978892,0.9934702554952356,0.9835997114764056,0.9878896017615124,0.9452564443263356,0.9660605140275615,0.995083709806006,0.9900914923503285,0.9904331650279034,0.9952165825139516,,0.979385748452982,0.9777912759576326,0.8997760145780344,0.9942674917429104,0.976994039709958
"('6_cardio', 2, 5)",0.8932842337041115,0.8288599521658252,0.9402452450552372,0.630993508219126,0.6697543753084545,0.768801488174329,0.9450096807258648,0.7694848335294788,0.5944724953494552,0.7546790175012338,0.60009111271402,0.6887361907292814,0.6898371360236893,0.8659124558672792,0.9277172468774914,,0.8992065601154094,0.9236171747465928,0.6036596940131355,0.9809802209483316,0.8636346380167799
"('6_cardio', 2, 10)",0.89301848828822,0.8941953608443112,0.9462434987282184,0.8749478000075926,0.8749478000075928,0.7283702213279678,0.9624539690976044,0.8992065601154094,0.6807448464371132,0.8584336205914733,0.8146995178618883,0.9114688128772636,0.9236551383774344,0.9461296078356934,0.9743365855510422,,0.9002695417789758,0.9588474241676476,0.4996773091378459,0.9817774571960064,0.9612391329106716
"('6_cardio', 2, 25)",0.8925249610872785,0.938840590714096,0.8650392923579211,0.9260468471204588,0.9015982688584336,0.8717208913860521,0.982992293382939,0.9201245207091606,0.8517520215633424,0.8282525340723587,0.8755931817319009,0.9805246573782316,0.9271477924148666,0.9577085152423978,0.9781329486352076,,0.9700466952659352,0.9665540412285032,0.6998595345658859,0.9885729471166622,0.9554306973918985
"('6_cardio', 2, 50)",0.8902471432367792,0.973463422041684,0.8646596560495046,0.9115827037697886,0.9166698303025702,0.978512584943624,0.9813978208875898,0.9371701909570632,0.8705819824608025,0.9078622679473064,0.8976880148817432,0.9861622565582172,0.9498880072890172,0.9689837136023688,0.981359857256748,,0.9553168064993736,0.964276223378004,0.7772673778520178,0.9893322197334954,0.9321589916859648
