,LR,NB,SVM,MLP,RF,LGB,XGB,CatB,ResNet,FTTransformer
"('2_annthyroid', 2, 20)",0.18193989506955008,0.5064434579205566,0.0656589131998154,0.1241681429168108,0.7062956758296538,0.7539532020922127,0.7681256134818049,0.758507677217508,0.5065203024286073,0.4880704093070498
"('2_annthyroid', 3, 5)",0.37613805505550785,0.6181816735855982,0.1791080035772877,0.21907480309223037,0.4874118018395722,0.6329330287022613,0.6617884335212536,0.7294551094834777,0.37982699337695486,0.1589481410398392
"('2_annthyroid', 3, 10)",0.5097396082321907,0.6320975777756507,0.16733333431116695,0.2547580974523654,0.626556513096733,0.6763143643157932,0.6680597107397858,0.8099892710225687,0.39855416157752344,0.4289734194286881
"('2_annthyroid', 3, 20)",0.23373045231214148,0.6464124836308341,0.2811835920009711,0.26483603398416267,0.7426830099635694,0.852445222476079,0.8444537895740049,0.8593226311571605,0.6324724562609949,0.47188269927961457
"('30_satellite', 1, 5)",0.46251977904183356,0.7601180477265601,0.39921659306154406,0.37368156419343385,0.41532135076252713,0.5466497835483113,0.5298299518079431,0.5545674711430807,0.40547197674887064,0.2978552191722626
"('30_satellite', 1, 10)",0.5747363986902883,0.7626907688873,0.4695889329566766,0.6655010671572763,0.4709525646790673,0.5807250000476593,0.5603827338219718,0.6311800201540485,0.3551058952152657,0.53259022386408
"('30_satellite', 1, 20)",0.6812438010100799,0.7644555065917612,0.45035282759164363,0.33972076387437594,0.6124205587509173,0.6727629811681728,0.6509409349723694,0.752128373517124,0.3198441841115519,0.7235206544186346
"('30_satellite', 2, 5)",0.3590216047673421,0.3866882681474728,0.34255235702194187,0.3883862249684801,0.38961537180445605,0.5087300976355331,0.5366334446503631,0.551036633853281,0.33071394720361647,0.35670962010755103
"('30_satellite', 2, 10)",0.43720325057158654,0.38857583623504455,0.458502636286536,0.3685294141796617,0.4684948392314985,0.5683794807124276,0.6910473157905851,0.657174654494444,0.34364157098678616,0.570510227457369
"('30_satellite', 2, 20)",0.5219236546845507,0.7671805307722595,0.5854790997996044,0.5541087793762806,0.627415750124939,0.6989048535691875,0.7419878101386979,0.7644160256954261,0.4258046010187164,0.7144135548115808
"('30_satellite', 3, 5)",0.3368659456109483,0.39589488625960156,0.3811746706539075,0.3932238624854395,0.41853014731846794,0.5088301038365477,0.6060231650313876,0.6157496621115407,0.3870529285339833,0.5458979521714573
"('30_satellite', 3, 10)",0.33633003868970934,0.3331745435285547,0.35516306149818494,0.3767462645931629,0.4299373651144549,0.4571942478104009,0.45156275206818386,0.5718690957738428,0.4048725816808019,0.5370008016054568
"('30_satellite', 3, 20)",0.4114939688619304,0.3130785773134753,0.4628838283063612,0.37657782002716955,0.5122177589716628,0.5964268897359116,0.5951226422141481,0.5779511707635894,0.4499773696317584,0.542267838172347
