Domain,GANomaly,REPEN,DeepSAD,DevNet,PReNet,FEAWAD,XGBOD
"('Physics', 3, 5)",0.0430768185065547,0.1139107140741664,0.1256641061370753,0.4409905041392734,0.2306699279080761,0.3194106546649203,0.1956305450845603
"('Sociology', 1, 10)",0.17122124550786874,0.23386104287093104,0.4357090154742787,0.6263526097654291,0.6280642187573898,0.6412162004693543,0.5164163849678042
"('Sociology', 1, 20)",0.16256096791175959,0.6549580833110623,0.5297937094889819,0.6104996001026884,0.608233107426077,0.6213863804250161,0.5836218371793369
"('Sociology', 1, 5)",0.08526579614771645,0.6516196790166515,0.2882713655225865,0.6107402442893838,0.6010579423138889,0.5495520234913723,0.2859041575862433
"('Sociology', 2, 10)",0.0815706359813759,0.6403443480920152,0.43552916614513026,0.615461462475677,0.6002645748333503,0.6085320453234824,0.46063167259607496
"('Sociology', 2, 20)",0.07146613871979265,0.6437052327268908,0.54129193964295,0.6855092944178167,0.6598041216082942,0.6342571240462112,0.6227582603053469
"('Sociology', 2, 5)",0.07985329945129539,0.5609809874321611,0.29391199386317113,0.5881512704164785,0.5589180946066055,0.6442303573915971,0.34665862177851936
"('Sociology', 3, 10)",0.30215275931368457,0.5038331510311124,0.4042743148181043,0.6292066613199849,0.5886533008418271,0.5920668089630735,0.5572590012543337
"('Sociology', 3, 20)",0.2884797533726016,0.690949512993919,0.48445915006162965,0.7005679629051036,0.6659691402057563,0.6168724084604338,0.6729153185751562
"('Sociology', 3, 5)",0.3527850087884724,0.5337830104403256,0.3054298465637843,0.6004769618414455,0.5272096509348564,0.5392216932634649,0.4297197612396204
