,47_yeast,20_letter,6_cardio,12_fault,17_InternetAds,7_Cardiotocography,24_mnist,9_census,28_pendigits,11_donors,1_ALOI,44_Wilt,38_thyroid,2_annthyroid,3_backdoor,41_Waveform,26_optdigits,22_magic.gamma,32_shuttle,35_SpamBase,27_PageBlocks,25_musk,33_skin,19_landsat,5_campaign,30_satellite
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'minus', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5,0.5,0.9634648113551821,0.674955753350354,,0.8212313073047995,0.9491340868530637,,0.9739841760856633,0.9809096966091612,0.5,0.6697803688280786,0.995708506841166,0.9689456276026175,0.9004556811421773,0.8525461035098157,0.9964919690660322,0.637031766805473,0.9698743604997025,0.5,0.5,0.9959220701963117,0.8279566924449733,0.5,0.7857127900059488,0.6371364663890542
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.5,0.9865979561533759,0.9774621360850648,0.933570991031432,0.9965198865252098,0.9372676650468821,0.9932352171326592,0.998340987507436,0.999837239738251,0.9857563355145746,0.5,0.9708466389054133,0.9976214158239143,0.8843983343248066,0.9990926829268293,0.9823114812611541,0.9982878048780487,0.7703224271267104,0.9709356335514574,0.9420204640095181,0.9184706722189173,0.9970822129684711,0.8933063652587747,0.8690448542534207,0.999081499107674,0.8570293872694824
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.4387339367962105,0.3666141147698489,0.9536173228689401,0.2952759541377924,0.9566777343261239,0.8905555765040958,0.9693188578227246,0.9667776323616895,0.999328494943486,0.981980487804878,0.35597251635930993,0.3275056513979774,0.02891540749553837,0.1915876264128495,0.9913941701368234,0.9486424747174301,0.9978392623438429,0.3997176680547293,0.9659209994051161,0.19142807852468768,0.21107733491969066,0.9968071386079714,0.8664174895895301,0.713958953004164,0.8954336704342651,0.697852230814991
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'bce', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6555810413217722,0.9457935190846363,0.9759219090368566,0.8931937313544501,0.9964669938052957,0.9267002964191219,0.9894179654967281,0.9933606186793575,0.999822248661511,0.9852485425342059,0.5,0.7281358715050565,0.9975776323616894,0.8717641879833431,0.9989694229625223,0.9787324211778704,0.998249494348602,0.7629375371802498,0.9706003569303985,0.872844021415824,0.9046953004164189,0.9969734681737061,0.8850765020820941,0.8575150505651399,0.9963911957168352,0.8372580606781678
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.4988731170810864,0.6207358721285702,0.40989836745171615,0.5620768220033855,0.5721030145437918,0.3592400936122242,0.6781486020226055,0.7199658536585366,0.5147909577632361,0.07686995835812015,0.4935876264128495,0.6086085663295657,0.12536561570493754,0.4427169541939322,0.7154368828078524,0.7972340273646639,0.1250414039262344,0.41252135633551457,0.6213356335514575,0.4021840571088638,0.6087823914336705,0.9962817370612731,0.8394627007733492,0.6783119571683521,0.4461891731112433,0.7138604402141583
"{'augmentation': 'SMOTE', 'preprocess': 'minmax', 'network_architecture': 'AE', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'focal', 'optimizer_name': 'SGD', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.4733425601140815,0.5357437330771248,0.5478159989599838,0.5042662654658698,0.5950521988584272,0.8022316887858766,0.8175864366448542,0.7806805472932778,0.7389104104699584,0.46371183819155265,0.5484854253420584,0.5643995240928019,0.748695776323617,0.5803881023200477,0.7635330160618679,0.6166920880428315,0.6249807257584771,0.43933575252825696,0.7687390838786436,0.6063303985722784,0.4232503271861987,0.9743940511600238,0.5982328375966686,0.6798185603807259,0.9011734681737059,0.6300716240333134
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'Tanh', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'deviation', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.708950728581029,0.9710786968294174,0.9759911994567632,0.8737959300096327,0.9942858800324864,0.9265842360657794,0.9882598453301606,0.9936663890541344,0.9997163593099345,0.979639024390244,0.7205308744794765,0.9636947055324213,0.9971105294467578,0.9686210588935157,0.9990731707317073,0.9676759071980964,0.9977969066032124,0.776903509815586,0.9617394408090423,0.9223045806067816,0.9167048185603807,0.9965386079714456,0.9182597263533611,0.8708276026174897,0.9826462819750148,0.6484725758477097
"{'augmentation': None, 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'LeakyReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.6739686972413906,0.9524823128657525,0.9783833687154414,0.9064922752480619,0.9955029813294387,0.9355086406198505,0.9943438429506245,0.9925208804283165,0.9998862581796549,0.9849570493753719,0.7598324806662701,0.9816016656751932,0.9976083283759667,0.9364311719214754,0.9988906603212374,0.9821422962522307,0.9983751338488995,0.8092837596668649,0.9714077334919691,0.9356837596668648,0.9274465199286139,0.9969606186793575,0.9034446162998215,0.883990243902439,0.9980958953004164,0.8406786436644853
"{'augmentation': 'Mixup', 'preprocess': 'minmax', 'network_architecture': 'FTT', 'layers': 2, 'hidden_size_list': None, 'act_fun': 'ReLU', 'dropout': None, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'Adam', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.001, 'weight_decay': 0.01}",0.8062965095313807,0.9909136169097738,0.9816169216444135,0.9532172048742623,,0.9607236093692536,0.9955493158834027,,0.9999609756097562,0.9836568709101725,0.5603914336704343,0.9836450922070196,0.9980118976799526,0.9719326591314695,0.9997302795954789,0.9894113027959547,0.9968793575252826,0.9482070196311719,0.974234265318263,0.9477372992266508,0.9463363474122547,0.9970148720999406,0.9327171921475312,0.8924842355740631,0.9922910172516358,0.9358834027364663
"{'augmentation': 'Oversampling', 'preprocess': 'minmax', 'network_architecture': 'MLP', 'layers': 2, 'hidden_size_list': [100, 20], 'act_fun': 'ReLU', 'dropout': 0.0, 'network_initialization': 'default', 'training_strategy': None, 'loss_name': 'hinge', 'optimizer_name': 'RMSprop', 'batch_resample': True, 'epochs': 50, 'batch_size': 256, 'lr': 0.01, 'weight_decay': 0.01}",0.7085189275352817,0.9571761725914927,0.9803571558196364,0.9438242899494057,0.9963043344730862,0.9457415399592857,0.9978648423557406,0.9933363474122546,0.9998731707317073,0.9847348007138609,0.8164828078524687,0.9809515764425937,0.9975381320642475,0.9732813801308746,0.9990177275431291,0.9803231409875075,0.9985243307555026,0.8159286139202855,0.9721232599643069,0.9811769185008923,0.94176252230815,0.99719500297442,0.9314493753718026,0.9050881618084474,0.9979712076145151,0.8588161808447352
